12:35:29 | INFO     | models.model_transfer_function | __post_init__:332 | ================================================================================
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:192 | --- TransferFunctionModel(Gp): End of updating symbolic representation -----------
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:134 | TransferFunctionModel(Gp): Getting @property.symbolic
12:35:29 | DEBUG    | models.model_transfer_function | numeric:209 | --- TransferFunctionModel(Gp): numeric.setter triggered --------------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:210 | TransferFunctionModel(Gp): Setting new_tf_numeric = 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | INFO     | models.model_transfer_function | numeric:225 | TransferFunctionModel(Gp): self._numeric = 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:228 | --- TransferFunctionModel(Gp): Updating numeric representations ------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:101 | get_numerator() called with tf: 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:111 | get_numerator(): Extracted numerator: 0.0100000000000000
12:35:29 | DEBUG    | models.model_transfer_function | numeric:229 | TransferFunctionModel(Gp): Successfully updated self.numerator.numeric
12:35:29 | DEBUG    | models.model_polynomium | numeric:63 | --- Updating numeric coefficients ------------------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:79 | get_coefficients() called with polynomium: 0.0100000000000000
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:94 | get_coefficients(): Extracted coefficients: [0.010000000000000002]
12:35:29 | DEBUG    | models.model_polynomium | numeric:65 | --- End of updating numeric coefficients -----------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:118 | get_denominator() called with tf: 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:128 | get_denominator(): Extracted denominator: s**2 + 0.02*s + 0.01
12:35:29 | DEBUG    | models.model_transfer_function | numeric:235 | TransferFunctionModel(Gp): Successfully updated self.denominator.numeric
12:35:29 | DEBUG    | models.model_polynomium | numeric:63 | --- Updating numeric coefficients ------------------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:79 | get_coefficients() called with polynomium: s**2 + 0.02*s + 0.01
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:94 | get_coefficients(): Extracted coefficients: [1.0, 0.020000000000000004, 0.010000000000000002]
12:35:29 | DEBUG    | models.model_polynomium | numeric:65 | --- End of updating numeric coefficients -----------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_zeros:58 | get_zeros() called with tf: 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:101 | get_numerator() called with tf: 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:111 | get_numerator(): Extracted numerator: 0.0100000000000000
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_zeros:72 | get_zeros(): Found zeros: []
12:35:29 | DEBUG    | models.model_transfer_function | numeric:241 | TransferFunctionModel(Gp): Successfully updated self.zeros.numeric
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_poles:36 | get_poles() called with tf: 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:118 | get_denominator() called with tf: 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:128 | get_denominator(): Extracted denominator: s**2 + 0.02*s + 0.01
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_poles:51 | get_poles(): Found poles: [-0.01 - 0.099498743710662*I, -0.01 + 0.099498743710662*I]
12:35:29 | DEBUG    | models.model_transfer_function | numeric:247 | TransferFunctionModel(Gp): Successfully updated self.poles.numeric
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_differential_equation:135 | get_differential_equation() called with tf: 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_differential_equation:163 | get_differential_equation(): Derived equation: Eq(0.01*x(t) + 0.02*Derivative(x(t), t) + Derivative(x(t), (t, 2)), 0.01*f(t))
12:35:29 | DEBUG    | models.model_transfer_function | numeric:253 | TransferFunctionModel(Gp): Successfully updated self.differential_equation.numeric
12:35:29 | DEBUG    | models.model_transfer_function | numeric:258 | --- TransferFunctionModel(Gp): End of updating numeric representations -----------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:263 | --- TransferFunctionModel(Gp): Updating signal representation --------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | define_signal:188 | define_signal() called
12:35:29 | DEBUG    | utilities.utils_transfer_function | define_signal:195 | define_signal(): Created TransferFunctionContinuous(num=[0.010000000000000002], den=[1.0, 0.020000000000000004, 0.010000000000000002], dt=None)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:264 | TransferFunctionModel(Gp): Successfully updated self.signal
12:35:29 | DEBUG    | models.model_transfer_function | numeric:269 | --- TransferFunctionModel(Gp): End of signal representation ----------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:274 | --- TransferFunctionModel(Gp): Updating time-domain analysis ---------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:275 | TransferFunctionModel(Gp): Successfully updated self.t_range
12:35:29 | DEBUG    | models.model_transfer_function | numeric:281 | TransferFunctionModel(Gp): Successfully updated self.impulse_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:287 | TransferFunctionModel(Gp): Successfully updated self.step_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:293 | TransferFunctionModel(Gp): Successfully updated self.ramp_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:299 | --- TransferFunctionModel(Gp): End of updating time-domain analysis --------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:304 | --- TransferFunctionModel(Gp): Updating frequency-domain analysis ----------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:305 | TransferFunctionModel(Gp): Successfully updated self.w_range
12:35:29 | DEBUG    | models.model_transfer_function | numeric:200 | TransferFunctionModel(Gp): Getting @property.numeric
12:35:29 | DEBUG    | models.model_transfer_function | numeric:200 | TransferFunctionModel(Gp): Getting @property.numeric
12:35:29 | DEBUG    | models.model_transfer_function | numeric:311 | TransferFunctionModel(Gp): Successfully updated self.frequency_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:317 | TransferFunctionModel(Gp): Successfully updated self.margin
12:35:29 | DEBUG    | models.model_transfer_function | numeric:323 | --- TransferFunctionModel(Gp): End of updating frequency-domain analysis ---------
12:35:29 | INFO     | classes.class_transfer_function | impulse:36 | ================================================================================
12:35:29 | INFO     | classes.class_transfer_function | impulse:36 | TransferFunctionClass(Gp): Plotting impulse response with sweep_params = {'K': [1, 2]}
12:35:29 | INFO     | classes.class_transfer_function | impulse:36 | ================================================================================
12:35:29 | DEBUG    | utilities.utils_transfer_function | sweep_parameter:326 | sweep_parameter() called
12:35:29 | INFO     | models.model_transfer_function | edit_constant:707 | ╭─ TransferFunctionModel(Gp): Editing constant K = 1 [-] ─╮-----------------------
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:134 | TransferFunctionModel(Gp): Getting @property.symbolic
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:134 | TransferFunctionModel(Gp): Getting @property.symbolic
12:35:29 | DEBUG    | models.model_transfer_function | numeric:209 | --- TransferFunctionModel(Gp): numeric.setter triggered --------------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:210 | TransferFunctionModel(Gp): Setting new_tf_numeric = 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:219 | TransferFunctionModel(Gp): new_tf_numeric is identical to self._numeric = 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:220 | TransferFunctionModel(Gp): Skipping update of numeric representations
12:35:29 | INFO     | models.model_transfer_function | edit_constant:707 | ╭─ TransferFunctionModel(Gp): Editing constant K = 2 [-] ─╮-----------------------
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:134 | TransferFunctionModel(Gp): Getting @property.symbolic
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:134 | TransferFunctionModel(Gp): Getting @property.symbolic
12:35:29 | DEBUG    | models.model_transfer_function | numeric:209 | --- TransferFunctionModel(Gp): numeric.setter triggered --------------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:210 | TransferFunctionModel(Gp): Setting new_tf_numeric = 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | INFO     | models.model_transfer_function | numeric:225 | TransferFunctionModel(Gp): self._numeric = 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:228 | --- TransferFunctionModel(Gp): Updating numeric representations ------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:101 | get_numerator() called with tf: 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:111 | get_numerator(): Extracted numerator: 0.0200000000000000
12:35:29 | DEBUG    | models.model_transfer_function | numeric:229 | TransferFunctionModel(Gp): Successfully updated self.numerator.numeric
12:35:29 | DEBUG    | models.model_polynomium | numeric:63 | --- Updating numeric coefficients ------------------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:79 | get_coefficients() called with polynomium: 0.0200000000000000
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:94 | get_coefficients(): Extracted coefficients: [0.020000000000000004]
12:35:29 | DEBUG    | models.model_polynomium | numeric:65 | --- End of updating numeric coefficients -----------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:118 | get_denominator() called with tf: 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:128 | get_denominator(): Extracted denominator: s**2 + 0.02*s + 0.01
12:35:29 | DEBUG    | models.model_transfer_function | numeric:235 | TransferFunctionModel(Gp): Successfully updated self.denominator.numeric
12:35:29 | DEBUG    | models.model_polynomium | numeric:63 | --- Updating numeric coefficients ------------------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:79 | get_coefficients() called with polynomium: s**2 + 0.02*s + 0.01
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_coefficients:94 | get_coefficients(): Extracted coefficients: [1.0, 0.020000000000000004, 0.010000000000000002]
12:35:29 | DEBUG    | models.model_polynomium | numeric:65 | --- End of updating numeric coefficients -----------------------------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_zeros:58 | get_zeros() called with tf: 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:101 | get_numerator() called with tf: 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_numerator:111 | get_numerator(): Extracted numerator: 0.0200000000000000
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_zeros:72 | get_zeros(): Found zeros: []
12:35:29 | DEBUG    | models.model_transfer_function | numeric:241 | TransferFunctionModel(Gp): Successfully updated self.zeros.numeric
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_poles:36 | get_poles() called with tf: 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:118 | get_denominator() called with tf: 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_denominator:128 | get_denominator(): Extracted denominator: s**2 + 0.02*s + 0.01
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_poles:51 | get_poles(): Found poles: [-0.01 - 0.099498743710662*I, -0.01 + 0.099498743710662*I]
12:35:29 | DEBUG    | models.model_transfer_function | numeric:247 | TransferFunctionModel(Gp): Successfully updated self.poles.numeric
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_differential_equation:135 | get_differential_equation() called with tf: 0.02/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | utilities.utils_transfer_function | get_differential_equation:163 | get_differential_equation(): Derived equation: Eq(0.01*x(t) + 0.02*Derivative(x(t), t) + Derivative(x(t), (t, 2)), 0.02*f(t))
12:35:29 | DEBUG    | models.model_transfer_function | numeric:253 | TransferFunctionModel(Gp): Successfully updated self.differential_equation.numeric
12:35:29 | DEBUG    | models.model_transfer_function | numeric:258 | --- TransferFunctionModel(Gp): End of updating numeric representations -----------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:263 | --- TransferFunctionModel(Gp): Updating signal representation --------------------
12:35:29 | DEBUG    | utilities.utils_transfer_function | define_signal:188 | define_signal() called
12:35:29 | DEBUG    | utilities.utils_transfer_function | define_signal:195 | define_signal(): Created TransferFunctionContinuous(num=[0.020000000000000004], den=[1.0, 0.020000000000000004, 0.010000000000000002], dt=None)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:264 | TransferFunctionModel(Gp): Successfully updated self.signal
12:35:29 | DEBUG    | models.model_transfer_function | numeric:269 | --- TransferFunctionModel(Gp): End of signal representation ----------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:274 | --- TransferFunctionModel(Gp): Updating time-domain analysis ---------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:275 | TransferFunctionModel(Gp): Successfully updated self.t_range
12:35:29 | DEBUG    | models.model_transfer_function | numeric:281 | TransferFunctionModel(Gp): Successfully updated self.impulse_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:287 | TransferFunctionModel(Gp): Successfully updated self.step_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:293 | TransferFunctionModel(Gp): Successfully updated self.ramp_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:299 | --- TransferFunctionModel(Gp): End of updating time-domain analysis --------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:304 | --- TransferFunctionModel(Gp): Updating frequency-domain analysis ----------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:305 | TransferFunctionModel(Gp): Successfully updated self.w_range
12:35:29 | DEBUG    | models.model_transfer_function | numeric:200 | TransferFunctionModel(Gp): Getting @property.numeric
12:35:29 | DEBUG    | models.model_transfer_function | numeric:200 | TransferFunctionModel(Gp): Getting @property.numeric
12:35:29 | DEBUG    | models.model_transfer_function | numeric:311 | TransferFunctionModel(Gp): Successfully updated self.frequency_response
12:35:29 | DEBUG    | models.model_transfer_function | numeric:317 | TransferFunctionModel(Gp): Successfully updated self.margin
12:35:29 | DEBUG    | models.model_transfer_function | numeric:323 | --- TransferFunctionModel(Gp): End of updating frequency-domain analysis ---------
12:35:29 | DEBUG    | utilities.utils_transfer_function | sweep_parameter:365 | sweep_parameter(): Generated 2 swept transfer functions
12:35:29 | INFO     | models.model_transfer_function | edit_constant:707 | ╭─ TransferFunctionModel(Gp): Editing constant K = 1.0 [-] ─╮---------------------
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:134 | TransferFunctionModel(Gp): Getting @property.symbolic
12:35:29 | DEBUG    | models.model_transfer_function | symbolic:134 | TransferFunctionModel(Gp): Getting @property.symbolic
12:35:29 | DEBUG    | models.model_transfer_function | numeric:209 | --- TransferFunctionModel(Gp): numeric.setter triggered --------------------------
12:35:29 | DEBUG    | models.model_transfer_function | numeric:210 | TransferFunctionModel(Gp): Setting new_tf_numeric = 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:219 | TransferFunctionModel(Gp): new_tf_numeric is identical to self._numeric = 0.01/(s**2 + 0.02*s + 0.01)
12:35:29 | DEBUG    | models.model_transfer_function | numeric:220 | TransferFunctionModel(Gp): Skipping update of numeric representations
12:35:29 | DEBUG    | utilities.utils_transfer_function | sweep_parameter:373 | sweep_parameter(): Restored original constant values
12:35:29 | DEBUG    | utilities.utils_plots | plot_response:25 | plot_response() called
12:35:29 | DEBUG    | utilities.utils_plots | plot_response:93 | plot_response(): Plotted response 1 with label 'Gp (K=1)' and delay 0s
12:35:29 | DEBUG    | utilities.utils_plots | plot_response:93 | plot_response(): Plotted response 2 with label 'Gp (K=2)' and delay 100s
12:35:30 | INFO     | utilities.utils_plots | plot_response:106 | plot_response(): Plot displayed successfully
